policy_number,policyholder_id,vehicle_vin,policy_type,coverage_level,currency,status,premium_amount,coverage_amount,deductible,start_date,end_date,has_roadside_assistance,has_rental_coverage,has_glass_coverage
POL-086712341212,ZW-PH-0543403332,H8VVL5WPAY4467S3W,THIRD_PARTY,STANDARD,USD,EXPIRED,599.43,10718.40,684.91,2024-06-03,2025-06-03,False,False,True
POL-149818585079,ZW-PH-1901740061,TW1HLYDLT7GFH6CWV,COLLISION,BASIC,USD,ACTIVE,355.69,6419.72,625.92,2025-12-12,2026-12-12,False,False,False
POL-339118273306,ZW-PH-7796641498,JM8877YXKL3WKUMGK,COLLISION,STANDARD,USD,ACTIVE,388.53,6800.33,522.95,2025-10-16,2026-10-16,False,False,False
POL-510635198005,ZW-PH-8841811065,KC2SDJE0ALL3CRT06,COMPREHENSIVE,STANDARD,USD,CANCELLED,820.25,34475.91,2127.16,2024-10-26,2025-10-26,True,False,True
POL-139824390885,ZW-PH-9300098670,ZFWZD5R4WRB995J8U,THIRD_PARTY,PREMIUM,USD,EXPIRED,454.07,7144.43,335.07,2024-08-29,2025-08-29,True,True,True
POL-666550584647,ZW-PH-9300098670,UP8D8JZRAKYATPG8Z,THIRD_PARTY,STANDARD,ZWG,CANCELLED,458.45,6965.56,467.39,2025-07-21,2026-07-21,False,False,False
POL-524231477870,ZW-PH-6649334610,TJRRWESDSJ5AGF3LX,LIABILITY,PREMIUM,USD,CANCELLED,277.84,3080.66,178.06,2025-03-13,2026-03-13,True,True,False
POL-768756502459,ZW-PH-1375864413,5AWGVBHLM2GXLEDMW,COMPREHENSIVE,STANDARD,USD,ACTIVE,570.67,12639.41,917.62,2025-10-06,2026-10-06,False,False,False
POL-707872445709,ZW-PH-6706387590,B6XNUJC3Y8XDCZ13L,COLLISION,STANDARD,USD,EXPIRED,993.78,38097.65,2544.92,2025-01-13,2026-01-13,True,False,True
POL-683029529382,ZW-PH-3561720069,7KJFFWM3KEZKHXF9T,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1006.59,15165.35,730.97,2024-05-24,2025-05-24,True,False,False
POL-652482956634,ZW-PH-8652147972,WN1BHNL9KHP6WCKZ6,COMPREHENSIVE,BASIC,USD,ACTIVE,713.73,15972.86,1550.96,2025-11-02,2026-11-02,False,False,False
POL-027306235363,ZW-PH-4160491207,9FYWVNE7H8D2NWR87,COLLISION,STANDARD,ZWG,ACTIVE,269.41,3794.14,302.01,2025-09-27,2026-09-27,True,True,True
POL-182949827636,ZW-PH-3506273036,HV42103XKXMT7ECFC,THIRD_PARTY,BASIC,ZWG,ACTIVE,441.43,6733.03,556.15,2025-07-26,2026-07-26,False,False,False
POL-385811800731,ZW-PH-4332067449,DZEY9VAUFC1J07JZL,COMPREHENSIVE,STANDARD,USD,ACTIVE,674.54,11970.23,914.53,2026-03-11,2027-03-11,False,False,True
POL-265133239017,ZW-PH-4332067449,A6M7M1P1MD980RUXH,COMPREHENSIVE,STANDARD,USD,ACTIVE,726.66,13581.21,869.20,2025-06-24,2026-06-24,True,False,True
POL-434861495359,ZW-PH-4332067449,9CD6JTYDE1XN7ARPM,COMPREHENSIVE,STANDARD,USD,ACTIVE,727.86,11963.76,806.36,2025-11-02,2026-11-02,False,True,False
POL-117160492162,ZW-PH-6837976380,3X9PUHV53AYU0B8WH,COMPREHENSIVE,STANDARD,USD,EXPIRED,1118.87,14547.08,1139.04,2024-11-23,2025-11-23,False,False,False
POL-449358783812,ZW-PH-1235709146,RKUNF16STD4YNWZR5,COMPREHENSIVE,STANDARD,USD,CANCELLED,199.01,6942.08,542.87,2025-04-21,2026-04-21,True,True,True
POL-143162710236,ZW-PH-7225327800,RP4AMRF062SU4L380,COMPREHENSIVE,PREMIUM,USD,ACTIVE,221.79,5824.34,263.84,2026-01-01,2027-01-01,True,False,False
POL-902008863495,ZW-PH-6750875453,M7XSSFVSFUVMR2LMC,COLLISION,PREMIUM,USD,EXPIRED,1074.83,19072.45,802.95,2024-08-10,2025-08-10,True,False,False
POL-942785295148,ZW-PH-6750875453,BY0N3JGHTBTWTF8TY,COLLISION,STANDARD,USD,ACTIVE,258.89,6184.62,384.68,2025-06-29,2026-06-29,True,False,False
POL-593909800071,ZW-PH-6750875453,J96VKSYW4BBLC4XA1,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,400.64,18144.02,1293.67,2024-08-20,2025-08-20,False,False,False
POL-727210240793,ZW-PH-0945393772,6JN7J0C9SRSHY42CC,THIRD_PARTY,PREMIUM,USD,ACTIVE,1457.86,24664.48,1095.10,2025-05-22,2026-05-22,True,False,False
POL-466899423632,ZW-PH-1929324371,YU68CYPAPCDXANUSA,LIABILITY,STANDARD,ZWG,SUSPENDED,1045.91,11651.37,927.45,2026-03-19,2027-03-19,True,False,False
POL-632984039974,ZW-PH-0476692648,WEF8X42A4685MHN77,COLLISION,PREMIUM,ZWG,EXPIRED,159.52,4700.06,275.89,2024-07-16,2025-07-16,False,False,True
POL-695765784354,ZW-PH-2826458937,4X6SCYYZP1TLVF4P4,COLLISION,BASIC,USD,CANCELLED,880.81,16488.59,1474.08,2024-11-27,2025-11-27,False,False,False
POL-698262158262,ZW-PH-1514165679,YUPCD5UXLBPDCX104,COMPREHENSIVE,PREMIUM,ZWG,CANCELLED,768.66,23497.28,1085.57,2024-09-05,2025-09-05,True,True,False
POL-675926584209,ZW-PH-3470416549,A91WVFYEDML32Y0GA,COMPREHENSIVE,PREMIUM,USD,ACTIVE,280.84,5339.21,230.65,2025-05-24,2026-05-24,False,False,True
POL-996529651607,ZW-PH-1172539628,PWNJXTR5KGVFH1ADB,LIABILITY,STANDARD,USD,ACTIVE,256.89,2366.63,169.92,2025-05-29,2026-05-29,True,False,False
POL-217344050836,ZW-PH-6300890484,2BMZDR3WXGXNZJTFN,COLLISION,STANDARD,ZWG,ACTIVE,469.26,15784.63,1175.95,2026-04-11,2027-04-11,True,True,True
POL-148451315292,ZW-PH-1667260023,UNZKDMK39113AB2AB,LIABILITY,BASIC,USD,EXPIRED,345.63,12854.79,1181.36,2024-07-28,2025-07-28,True,False,False
POL-556366779611,ZW-PH-2750265283,90BET00Y1GTKPD514,COMPREHENSIVE,BASIC,USD,EXPIRED,198.05,9494.63,929.52,2025-04-10,2026-04-10,False,True,False
POL-979507570990,ZW-PH-2845284666,2VWXCG7EPF9VSFSH4,COMPREHENSIVE,STANDARD,USD,EXPIRED,748.33,14444.78,1070.36,2024-12-24,2025-12-24,True,False,False
POL-280910555356,ZW-PH-4179698044,X08KB5RHAF6N2F0Z5,THIRD_PARTY,STANDARD,USD,ACTIVE,202.79,4454.03,292.63,2026-04-07,2027-04-07,False,False,True
POL-714074863636,ZW-PH-6399528501,VFFHZ04K9YL78EPZA,COMPREHENSIVE,STANDARD,USD,EXPIRED,280.76,6701.46,470.44,2025-01-07,2026-01-07,False,False,False
POL-653645322544,ZW-PH-0891867456,06CVWLC119AJGCDF7,COLLISION,BASIC,USD,ACTIVE,327.59,7795.92,657.20,2025-11-27,2026-11-27,False,False,False
POL-113976633889,ZW-PH-0891867456,KELAU19CLVJZ456ZP,COMPREHENSIVE,BASIC,ZWG,ACTIVE,682.67,19503.36,1605.13,2025-10-26,2026-10-26,False,False,False
POL-732055729561,ZW-PH-0167359392,V3SP4YR472FDVR5CZ,THIRD_PARTY,STANDARD,USD,ACTIVE,274.08,8257.43,659.77,2025-07-09,2026-07-09,True,True,False
POL-750201687262,ZW-PH-0167359392,V46XDRCUVFH0MDMAZ,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,1631.32,29441.60,1510.35,2024-05-01,2025-05-01,True,False,False
POL-335012060798,ZW-PH-4579715942,1CR7P8D1C17JNSX65,COLLISION,STANDARD,USD,EXPIRED,338.57,7199.05,571.60,2025-04-20,2026-04-20,True,False,False
POL-552946921995,ZW-PH-5889077071,R3SGAG775G55AVCAP,COMPREHENSIVE,BASIC,USD,CANCELLED,70.53,1566.66,141.00,2026-03-26,2027-03-26,False,False,False
POL-640750871273,ZW-PH-1189153594,VGJJXSU1B41GFV9RN,COMPREHENSIVE,BASIC,USD,CANCELLED,591.73,11643.65,951.29,2024-05-09,2025-05-09,False,False,False
POL-013956312462,ZW-PH-1189153594,P9SCXB93FZTM76LS8,COLLISION,PREMIUM,USD,ACTIVE,1426.75,22746.23,1251.04,2025-05-18,2026-05-18,True,True,False
POL-547086035347,ZW-PH-5018228341,68VCKM5H0EJTY1924,COMPREHENSIVE,BASIC,USD,EXPIRED,784.34,20034.23,1724.95,2024-12-22,2025-12-22,False,False,False
POL-767703490734,ZW-PH-1376380465,GZFD57KWBNPAUTPEB,COMPREHENSIVE,PREMIUM,USD,ACTIVE,314.74,6696.15,398.42,2025-11-30,2026-11-30,True,False,True
POL-790409716656,ZW-PH-9827127267,ZFUM6CMT08L3HR2YB,THIRD_PARTY,STANDARD,USD,ACTIVE,853.24,10227.56,728.20,2025-09-20,2026-09-20,True,False,True
POL-883402381104,ZW-PH-9827127267,9AZANLCVPWZ4UYVLY,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1309.19,18311.42,965.01,2025-11-24,2026-11-24,True,True,False
POL-226041722236,ZW-PH-9827127267,PD00ESKHCCATE5UDD,LIABILITY,BASIC,USD,EXPIRED,82.31,2698.33,257.69,2024-09-16,2025-09-16,False,False,False
POL-021995590391,ZW-PH-0276684412,0F46PU3EZ06V1VPNV,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,751.07,28026.74,2071.18,2025-09-26,2026-09-26,False,True,False
POL-312169763571,ZW-PH-4178649976,4KYZHDEVAR89FDVH4,COLLISION,STANDARD,USD,EXPIRED,508.57,7069.02,465.14,2024-07-18,2025-07-18,False,False,False
POL-804254710798,ZW-PH-7610371014,XYM6SKU3TEAP8SPKX,COMPREHENSIVE,STANDARD,USD,EXPIRED,301.00,9150.33,678.04,2024-08-09,2025-08-09,False,True,False
POL-386157223272,ZW-PH-1650049204,T81FZGZNPRU3KRMYH,LIABILITY,STANDARD,ZWG,ACTIVE,253.90,6132.56,372.86,2025-12-06,2026-12-06,False,False,False
POL-122553314435,ZW-PH-5402387245,MX2G7ZY66E4W8X9XZ,COMPREHENSIVE,STANDARD,USD,CANCELLED,652.22,18516.00,1253.53,2024-08-16,2025-08-16,False,False,False
POL-723276239131,ZW-PH-5017273113,9PX4517YV3C6Y98JC,COLLISION,STANDARD,USD,ACTIVE,808.23,11895.10,735.12,2025-05-03,2026-05-03,False,True,False
POL-286411375479,ZW-PH-5017273113,7CRM93VPR2JHKU64C,COMPREHENSIVE,STANDARD,USD,ACTIVE,254.58,10776.17,699.37,2026-04-03,2027-04-03,True,False,False
POL-586586248904,ZW-PH-2726235670,JC528FBHEPXVE75XG,COLLISION,STANDARD,USD,ACTIVE,816.76,15151.15,1201.49,2025-07-09,2026-07-09,False,False,False
POL-514466796606,ZW-PH-6901187879,DJB4ED81PAJ5ZTFRR,COMPREHENSIVE,STANDARD,USD,EXPIRED,1175.11,30689.40,2142.12,2024-09-01,2025-09-01,True,False,False
POL-542153972252,ZW-PH-5919799864,9EV4XF1LWG6KHJCGU,COLLISION,BASIC,USD,CANCELLED,116.41,4495.13,429.28,2025-02-24,2026-02-24,False,False,False
POL-998334067488,ZW-PH-2681768277,L22MHZ1JH6HN7P4GB,COLLISION,STANDARD,USD,ACTIVE,303.09,4309.61,337.01,2026-03-20,2027-03-20,False,False,False
POL-400123435164,ZW-PH-7071913427,2XARNDDZ20H33M0A9,COMPREHENSIVE,BASIC,USD,EXPIRED,120.97,2529.24,245.34,2024-12-12,2025-12-12,True,False,False
POL-719309629324,ZW-PH-0678511490,AZH59BABW4DVB846D,COMPREHENSIVE,STANDARD,USD,CANCELLED,877.62,18523.14,1283.65,2024-12-26,2025-12-26,True,True,False
POL-098933870512,ZW-PH-8514870982,P15W76NHSV8CYF871,LIABILITY,BASIC,USD,ACTIVE,1264.61,17012.64,1452.88,2026-01-16,2027-01-16,False,True,True
POL-706391266566,ZW-PH-8514870982,7NBTWTF64ADK2DBCY,THIRD_PARTY,PREMIUM,USD,EXPIRED,218.00,4167.31,207.53,2025-01-25,2026-01-25,True,True,False
POL-403798688336,ZW-PH-1939228392,CDV3617JFUTMYR5V5,COLLISION,BASIC,USD,EXPIRED,771.91,17108.33,1681.75,2024-08-28,2025-08-28,False,False,False
POL-210373303642,ZW-PH-1422196195,N3GNJXYVS9X0VVFML,COMPREHENSIVE,BASIC,USD,CANCELLED,436.26,12378.45,1159.86,2025-03-25,2026-03-25,False,True,True
POL-842301552941,ZW-PH-6916860445,VP4V2K5PBTTTWUN5U,COMPREHENSIVE,BASIC,USD,EXPIRED,842.67,24543.60,1978.21,2024-07-09,2025-07-09,False,True,True
POL-801918726585,ZW-PH-5629556524,V502H13C1CMEKTY9C,COMPREHENSIVE,STANDARD,USD,CANCELLED,689.45,15867.84,1251.97,2026-02-17,2027-02-17,True,False,False
POL-911280135260,ZW-PH-1570723383,DZ9196DPU3SZ6MYV7,COMPREHENSIVE,PREMIUM,USD,EXPIRED,878.92,30007.59,1254.32,2024-08-08,2025-08-08,True,True,False
POL-689704836981,ZW-PH-6271764781,9JSGD7WY68SBG497A,THIRD_PARTY,STANDARD,ZWG,EXPIRED,594.26,13656.76,1070.69,2024-09-04,2025-09-04,False,False,False
POL-650525825570,ZW-PH-8654929766,L1JSLBBNYM6Z6J22N,THIRD_PARTY,BASIC,USD,ACTIVE,279.36,10053.04,921.86,2025-12-13,2026-12-13,False,True,False
POL-630662958439,ZW-PH-5759283643,WGTTU7JC2E53SBEED,THIRD_PARTY,STANDARD,USD,EXPIRED,179.69,4085.99,272.54,2025-04-09,2026-04-09,True,False,False
POL-399608101681,ZW-PH-6302824447,JWVDDMTA9GJKF6P0L,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,239.34,11252.37,875.43,2025-06-01,2026-06-01,True,False,False
POL-873604174858,ZW-PH-3770574709,29VKBA3N3ZG10XJZL,THIRD_PARTY,STANDARD,USD,ACTIVE,171.02,1955.92,150.80,2025-12-15,2026-12-15,True,True,False
POL-858416069085,ZW-PH-0395218957,G9KDVDRD1CUE73Y8P,THIRD_PARTY,STANDARD,ZWG,EXPIRED,406.37,6757.40,416.26,2024-07-19,2025-07-19,True,True,True
POL-360088695357,ZW-PH-6899777699,DHJPJBR77TYFW82YT,THIRD_PARTY,STANDARD,USD,EXPIRED,507.75,5924.17,413.51,2024-12-04,2025-12-04,False,False,False
POL-775804628413,ZW-PH-0531780201,EN64B166DET0HYKA7,COMPREHENSIVE,STANDARD,USD,EXPIRED,704.63,17112.51,1158.52,2024-06-13,2025-06-13,False,False,False
POL-390745132530,ZW-PH-0531780201,2VKSPFVF50KSYAZD5,COMPREHENSIVE,STANDARD,USD,ACTIVE,1340.21,14659.52,929.41,2026-03-04,2027-03-04,False,False,False
POL-273538032132,ZW-PH-0531780201,4M9SABRKSJVTLDAW6,COLLISION,PREMIUM,ZWG,EXPIRED,983.58,8423.21,411.05,2024-05-03,2025-05-03,True,False,False
POL-232565184659,ZW-PH-8643456693,CVBWTASX2U8XEYCTG,COLLISION,BASIC,ZWG,EXPIRED,921.89,19578.22,1581.92,2024-08-18,2025-08-18,False,False,False
POL-787895182068,ZW-PH-6355099364,9V2B3XVZMRU7W5CXC,COLLISION,STANDARD,USD,EXPIRED,275.91,8158.07,538.43,2024-08-28,2025-08-28,False,True,False
POL-399463150217,ZW-PH-6355099364,HJNEZ14XXA1LAED00,THIRD_PARTY,STANDARD,ZWG,CANCELLED,429.68,6864.49,446.19,2024-08-24,2025-08-24,False,True,False
POL-505495506566,ZW-PH-1830575668,4VHGFAH5MXSV4NLFW,COMPREHENSIVE,STANDARD,USD,CANCELLED,1056.27,27634.10,2102.96,2024-11-30,2025-11-30,True,False,False
POL-546380023980,ZW-PH-1830575668,UE143FZWXVVX5X310,LIABILITY,STANDARD,USD,ACTIVE,716.13,9760.26,736.90,2025-10-23,2026-10-23,True,True,True
POL-033671624039,ZW-PH-6720994268,17THW8MNJSBWZTSX6,COLLISION,STANDARD,USD,ACTIVE,686.43,12956.00,1018.34,2025-12-12,2026-12-12,False,False,False
POL-354091199650,ZW-PH-2354293127,3KK0XCV9WL4J926JB,THIRD_PARTY,PREMIUM,USD,ACTIVE,776.86,11975.86,578.43,2025-06-11,2026-06-11,True,False,True
POL-987901887612,ZW-PH-5436506042,HGU88AVSH4U9SZYXC,COMPREHENSIVE,STANDARD,USD,EXPIRED,210.67,6321.24,431.11,2024-05-06,2025-05-06,False,True,False
POL-079383892126,ZW-PH-8632225468,4WSRAHGM2NPU8THT9,COMPREHENSIVE,STANDARD,USD,CANCELLED,436.59,6620.57,513.76,2024-09-09,2025-09-09,False,False,False
POL-862316814151,ZW-PH-8632225468,WDDTKSJVKB2C3K672,COMPREHENSIVE,BASIC,USD,ACTIVE,293.20,4747.04,451.44,2025-07-31,2026-07-31,False,False,False
POL-811042513605,ZW-PH-1126208046,6BRPPXJX67ZNSNYXP,COMPREHENSIVE,PREMIUM,USD,EXPIRED,966.77,19256.06,941.62,2025-02-09,2026-02-09,True,True,False
POL-746866912255,ZW-PH-4472289735,FULBV9Z2C9U4XT28J,THIRD_PARTY,STANDARD,USD,EXPIRED,966.63,16490.17,1182.35,2024-10-27,2025-10-27,False,False,False
POL-768554924472,ZW-PH-7057236504,CGKDAMESF46Y3S2R5,COMPREHENSIVE,STANDARD,USD,ACTIVE,626.23,14985.66,1086.46,2026-02-01,2027-02-01,True,True,False
POL-977972663332,ZW-PH-3790552441,TR8F5NHC029MAL517,COMPREHENSIVE,STANDARD,USD,EXPIRED,437.98,13324.44,1045.97,2025-01-20,2026-01-20,True,False,False
POL-746383781462,ZW-PH-6869392604,WE3LH71FVXFC7HXX7,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,931.83,30347.19,2218.38,2024-07-30,2025-07-30,False,False,False
POL-762138372993,ZW-PH-6096287809,L32HSL5KVZHYVT0F9,COLLISION,BASIC,USD,ACTIVE,114.65,5125.27,497.15,2026-03-03,2027-03-03,False,False,False
POL-392049898673,ZW-PH-3473252403,E1PAXWFDAKK71P030,THIRD_PARTY,STANDARD,USD,CANCELLED,739.63,9794.79,705.22,2026-02-17,2027-02-17,False,True,True
POL-885472163959,ZW-PH-2734171439,1WE3NMNECAT5LA4VF,THIRD_PARTY,BASIC,USD,EXPIRED,215.14,6174.28,593.97,2024-09-08,2025-09-08,False,True,False
POL-888273626469,ZW-PH-4028148541,4YBJ2XY8WNSUFPCT6,THIRD_PARTY,BASIC,USD,ACTIVE,162.14,3789.77,363.06,2026-01-14,2027-01-14,False,False,False
POL-424843787295,ZW-PH-4028148541,NHWVTWRUS8KT5Z693,COLLISION,PREMIUM,USD,EXPIRED,260.40,5162.15,301.99,2025-01-16,2026-01-16,False,False,True
POL-022283438777,ZW-PH-5808376107,31JECCPAXBMXBF23C,COLLISION,STANDARD,USD,ACTIVE,706.67,10915.30,851.39,2026-04-08,2027-04-08,False,True,False
POL-473958976895,ZW-PH-5767838824,811X9VZ7MTYLC88DJ,COMPREHENSIVE,PREMIUM,USD,ACTIVE,109.86,1949.60,97.87,2025-07-23,2026-07-23,True,True,False
POL-507543283658,ZW-PH-6899856995,0KT78E8R4UVGX766H,COMPREHENSIVE,PREMIUM,USD,ACTIVE,308.18,4999.07,265.45,2025-04-26,2026-04-26,True,True,False
POL-694346552218,ZW-PH-7014901962,ADND026LPCPA95N9G,COMPREHENSIVE,BASIC,USD,CANCELLED,47.47,1225.38,119.35,2024-06-12,2025-06-12,True,False,True
POL-103926580998,ZW-PH-8362830116,WC3Z33CT9NYPNSRYA,COMPREHENSIVE,BASIC,USD,ACTIVE,525.43,16427.96,1427.59,2026-03-06,2027-03-06,False,False,False
POL-103604690317,ZW-PH-5517305627,XYWR8RUXVA9VT7P9J,COLLISION,BASIC,ZWG,EXPIRED,1529.04,19128.96,1765.60,2024-09-29,2025-09-29,True,True,False
POL-888603551142,ZW-PH-5517305627,SCH7YTXAFJMA4X77A,COMPREHENSIVE,STANDARD,USD,ACTIVE,433.95,8978.28,684.14,2025-08-13,2026-08-13,True,False,True
POL-066846491240,ZW-PH-5844047885,VEDNY4940HNCYKVBN,COLLISION,STANDARD,ZWG,ACTIVE,1040.97,26067.24,1952.44,2025-09-07,2026-09-07,True,False,False
POL-378241724512,ZW-PH-5844047885,4W4A4HPWXPR796C4X,COLLISION,BASIC,ZWG,ACTIVE,298.22,9062.08,728.59,2025-08-06,2026-08-06,False,False,False
POL-291615820853,ZW-PH-2316249802,B4MLDU7FPXG2THK57,THIRD_PARTY,STANDARD,USD,ACTIVE,337.14,8791.48,593.42,2025-08-21,2026-08-21,False,False,False
POL-498282292222,ZW-PH-3165525876,KBKT76U3WCSA26P7J,COLLISION,STANDARD,USD,ACTIVE,1135.16,15501.01,1154.83,2025-09-12,2026-09-12,False,True,False
POL-289104852384,ZW-PH-5416956529,3W4NJ30E6WL234JBY,COLLISION,PREMIUM,USD,ACTIVE,206.71,2217.20,92.90,2025-06-09,2026-06-09,False,True,True
POL-932509188633,ZW-PH-8361340928,HBBLBRK3RCDHVC899,COLLISION,PREMIUM,USD,EXPIRED,550.16,16110.97,934.44,2025-02-09,2026-02-09,True,True,False
POL-942117268349,ZW-PH-8361340928,HGPMY732CMEE0FE4X,COMPREHENSIVE,STANDARD,USD,ACTIVE,418.41,11408.42,835.10,2025-08-05,2026-08-05,True,False,True
POL-044538474055,ZW-PH-3410427703,HZDTRJKNZY2A6AMLG,COMPREHENSIVE,BASIC,USD,EXPIRED,428.99,10548.83,902.98,2025-01-31,2026-01-31,False,False,False
POL-906039557386,ZW-PH-6929910424,FAJN5DGVUJ9VDJKR1,COLLISION,STANDARD,USD,CANCELLED,298.36,6285.58,405.42,2024-08-05,2025-08-05,True,False,False
POL-235823579725,ZW-PH-5844728660,B922Y5YH5BKUM9SFB,COMPREHENSIVE,BASIC,ZWG,ACTIVE,745.79,17343.39,1703.12,2025-07-16,2026-07-16,False,True,False
POL-244814524079,ZW-PH-5844728660,1501X819HKAY12M6Z,LIABILITY,STANDARD,USD,EXPIRED,1297.59,13597.55,973.58,2025-03-07,2026-03-07,True,False,False
POL-675148463928,ZW-PH-9809047732,Y3NRJV7HKLFEFG447,COMPREHENSIVE,STANDARD,USD,EXPIRED,271.06,6046.86,431.75,2025-01-24,2026-01-24,True,True,False
POL-150835322117,ZW-PH-3349864871,34TTSKHJRZJ73JH49,COMPREHENSIVE,BASIC,USD,ACTIVE,66.92,1548.02,131.74,2026-01-16,2027-01-16,False,False,False
POL-045968252189,ZW-PH-0838851872,X7ZW887A3Z3DPH2YP,THIRD_PARTY,PREMIUM,USD,EXPIRED,750.53,8511.71,348.13,2025-01-18,2026-01-18,True,True,False
POL-482604346879,ZW-PH-0838851872,YTYK1C61WD1SH0443,COLLISION,STANDARD,USD,CANCELLED,211.82,4712.93,303.98,2025-03-21,2026-03-21,False,False,False
POL-217936337461,ZW-PH-8088172446,LWMAE1L11YVRNCNLA,COLLISION,BASIC,USD,ACTIVE,452.31,8490.20,720.82,2025-06-13,2026-06-13,False,False,False
POL-519336735905,ZW-PH-7967857652,BY5F41EJA32HE4JW9,COLLISION,STANDARD,ZWG,ACTIVE,1033.33,8288.21,506.41,2025-12-26,2026-12-26,False,False,False
POL-326932085569,ZW-PH-7967857652,740BGDBEPH5NW2S19,THIRD_PARTY,STANDARD,USD,ACTIVE,548.77,4750.13,286.91,2026-03-11,2027-03-11,True,False,True
POL-075517052067,ZW-PH-1610196379,XFV9U28YXBK9J07WC,COMPREHENSIVE,STANDARD,USD,EXPIRED,603.01,24505.88,1761.97,2024-06-19,2025-06-19,False,False,False
POL-447549387630,ZW-PH-1610196379,EDSH6KN1J0ZV4LMRC,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1045.17,30565.85,1791.16,2025-10-25,2026-10-25,False,False,False
POL-308467817505,ZW-PH-1913675449,YFDDBC8T76ZKYAYLX,COMPREHENSIVE,PREMIUM,USD,ACTIVE,667.38,13435.11,695.94,2026-03-26,2027-03-26,True,True,True
POL-817810643514,ZW-PH-1913675449,67JGD5623AU894E7B,COMPREHENSIVE,PREMIUM,USD,EXPIRED,329.49,4563.68,256.02,2024-10-24,2025-10-24,True,True,True
POL-113909709590,ZW-PH-9463996963,7XN11XCYZCZJNZHRH,COLLISION,BASIC,USD,CANCELLED,624.89,14839.45,1384.52,2024-11-13,2025-11-13,False,False,False
POL-133042683387,ZW-PH-2816052544,RM2KTKFBMJD9GG5FZ,COMPREHENSIVE,BASIC,ZWG,EXPIRED,398.47,10953.71,1025.27,2025-03-13,2026-03-13,False,False,False
POL-720979828394,ZW-PH-0133335603,981UXA1XAJE75RZJY,THIRD_PARTY,BASIC,USD,EXPIRED,86.64,2861.81,256.42,2024-08-15,2025-08-15,False,False,False
POL-044044704491,ZW-PH-7028752125,WTNVPXCC75VAFDB98,LIABILITY,STANDARD,USD,SUSPENDED,244.84,2858.60,189.24,2026-01-26,2027-01-26,True,False,False
POL-287213344910,ZW-PH-1833419983,ZMAEBVMHXZ5JTEXJ6,COMPREHENSIVE,PREMIUM,USD,CANCELLED,194.18,6988.14,359.19,2025-06-23,2026-06-23,True,True,False
POL-695762313052,ZW-PH-1916433064,DM7Y3X66Z1SBVMMNJ,COMPREHENSIVE,STANDARD,USD,EXPIRED,1521.61,26576.37,1791.25,2024-08-17,2025-08-17,False,True,True
POL-939167076328,ZW-PH-2592110089,E7VAYJSVAMF28SAES,COMPREHENSIVE,STANDARD,USD,CANCELLED,545.60,15806.94,1014.81,2024-06-08,2025-06-08,False,True,False
POL-956125290633,ZW-PH-6999326193,G17NK98RFHND982WG,COMPREHENSIVE,STANDARD,USD,ACTIVE,1556.30,27510.98,1826.73,2025-09-26,2026-09-26,True,True,False
POL-900573925417,ZW-PH-2478407676,S2SETD1WVTAUVB7HV,THIRD_PARTY,STANDARD,USD,CANCELLED,457.92,9579.06,720.35,2025-02-15,2026-02-15,True,True,False
POL-879096440127,ZW-PH-0765654879,3T7WZ43RNAWBHWHW4,COLLISION,PREMIUM,USD,EXPIRED,938.79,20496.78,1170.37,2025-03-12,2026-03-12,False,True,False
POL-888773222339,ZW-PH-5101277389,583BL91T5L2D7KADC,COLLISION,STANDARD,USD,ACTIVE,189.56,6098.10,400.04,2026-04-07,2027-04-07,True,False,True
POL-489655323136,ZW-PH-8103025261,2MUXEVN4GVJU5PTKP,COLLISION,BASIC,USD,CANCELLED,222.39,6025.20,591.67,2026-03-30,2027-03-30,False,False,False
POL-740588601538,ZW-PH-8103025261,UC44ADU48E26DK79G,THIRD_PARTY,BASIC,ZWG,EXPIRED,293.94,6127.89,502.49,2024-04-29,2025-04-29,False,False,False
POL-613429234909,ZW-PH-6510075677,A8EUEFAWJBT6E9SZS,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,961.17,19072.43,1377.03,2024-12-09,2025-12-09,True,False,False
POL-754798590784,ZW-PH-8550729769,721S7FCE22W7K4C5P,COMPREHENSIVE,PREMIUM,USD,ACTIVE,1378.17,41482.52,2103.16,2026-02-08,2027-02-08,False,False,False
POL-029204727028,ZW-PH-0800212394,S6GBTGD9KT98SH39D,THIRD_PARTY,PREMIUM,USD,ACTIVE,533.88,3849.63,167.07,2026-01-25,2027-01-25,True,True,False
POL-249187787687,ZW-PH-7609246124,S11A87L1N9NXDJF7H,COMPREHENSIVE,BASIC,ZWG,EXPIRED,221.02,9072.68,813.82,2024-05-02,2025-05-02,False,False,False
POL-007417041171,ZW-PH-3231210529,6HL7X9BW0J2KMNTXK,THIRD_PARTY,PREMIUM,USD,SUSPENDED,575.11,5038.09,291.20,2025-09-27,2026-09-27,False,False,False
